"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1928","Login successfully with valid credentials","chromium","Tue Mar 25 16:32:42 ACDT 2025","passed","Tue Mar 25 16:32:44 ACDT 2025","Login Tests","loginToApplication.spec.js","",""
